Title,Chapter,Verse,English Translation
Karma Yoga,Chapter 3,Verse 3.20,"Wise men, such as King Janak, all attained the state of perfection by doing their duties and actions without any feelings of attachment to anyone or anything. Therefore, Arjuna, keeping in mind the goodwill and welfare of others in the world, do your duties and perform your actions selflessly."
Karma Yoga,Chapter 3,Verse 3.21,"If a great man sets an example for the world, the world will follow him. Whatever standards or values he sets, people generally will follow the same set of standards and values."
Karma Yoga,Chapter 3,Verse 3.22,"The Blessed Lord spoke: O Arjuna, take Me for example. There is nothing that is not available for me in this universe, nor is there any specific function or duty for me to perform, still, however, I perform Karma."
Karma Yoga,Chapter 3,Verse 3.23,"O Arjuna, if I do not perform my duties, the destruction of all regions of the universe will come about. Mixed castes will develop and all the beings on the face of this earth will be destroyed."
Karma Yoga,Chapter 3,Verse 3.24,"These worlds would if I did no do action, I would be the cause of confusion of castes and I would destroy these beings."
Karma Yoga,Chapter 3,Verse 3.25,"The Blessed Lord said: Just as the ignorant perform actions with attachment to things and/or beings, so should the wise men take action for the preservation of world order, without developing any attachments whatsoever, O Arjuna."
Karma Yoga,Chapter 3,Verse 3.26,"It is not a wise man?s concern or responsibility to fill the ignorant person?s mind with doubts, even if the latter is attached to his actions and constantly awaits results.However, he should encourafe these ignorant people just as any great man, by performing his own duties and actions unattached to them, as well as possible."
Karma Yoga,Chapter 3,Verse 3.27,"The Blessed Lord Krishna spoke: O Arjuna, all actions that are performed by beings, are done so by three modes of Prakrithi or three aspects of nature. However, ignorant people claim themselves as the performer of their actions."
Karma Yoga,Chapter 3,Verse 3.28,"He who understands fully, O Arjuna, the objects of perception (senses, mind, etc.), divisions of Prakrithi (nature), and selfless action, has the ability to understand the relationship of senses and sensual objects and never gets attached to any beings or objects."
Karma Yoga,Chapter 3,Verse 3.29,"The Lord spoke: Those who are deceived by the Gunas of nature or Prakrithi and are deceived by karma, develop an attachment to the Gunas and to their actions.A wise person would not disturb, or have anything to do with these ignorant beings, O Arjuna."
Karma Yoga,Chapter 3,Verse 3.30,"Dedicate and surrender all your actions unto me Oh Arjuna. Fix your mind on me, leaving behind you all feelings of hope, attachments and anguish."
Karma Yoga,Chapter 3,Verse 3.31,"Those wise people, with faith in Me, and those who follow my teaching, are always given freedom from their actions (Karma)."
Karma Yoga,Chapter 3,Verse 3.32,"On the other hand, O Arjuna, those of poor intelligence that do not follow my teaching are ignorant; regard them as mere fools."
Karma Yoga,Chapter 3,Verse 3.33,"All beings, wise or unwise, are forced to act by nature. What can restraint possibly do, O Arjuna?"
Karma Yoga,Chapter 3,Verse 3.34,The Divine Lord stated:The enjoyment of sensual objects by their senses (an example of human nature) creates barriers to the path of Bliss and peace if one becomes a victim of attachment to his sesses.
Karma Yoga,Chapter 3,Verse 3.35,"One?s own duty (Dharma) is more favourable than the well-established duty of others. To even encounter death, while performing one?s own duties (Dharma), is truly divine. However another person?s duty is filles with menace and fear."
Karma Yoga,Chapter 3,Verse 3.36,"Arjuna asked the Lord: O Lord Krishna, what motivates a person to commit sins that were committed involuntarily or by the force of others?"
Karma Yoga,Chapter 3,Verse 3.37,"The Divine Lord replied: It is desire and wrath or anger arising from the evil (Rajasik) Guna in the form of the great fire of attachment. In this case, consider this fire the enemy and the sinner."
Karma Yoga,Chapter 3,Verse 3.38,"Just as the smoke surrounds and covers a fire, just as dust surrounds and covers a mirror, and just as the amnion covers the embryo, similarly. Gyan or knowledge is covered and surrounded by one?s desires. O Arjuna."
Karma Yoga,Chapter 3,Verse 3.39,"The wise men, O Arjuna, have one constant enemy, namely, the unending fire of desire which covers the Gyan or Knowledge of the wise."
Karma Yoga,Chapter 3,Verse 3.40,"The senses, mind, and one?s intellect are the home of desire O Arjuna. This covers Gyan and confuses the soul."
Karma Yoga,Chapter 3,Verse 3.41,"The Blessed Lord advised: Therefore, O Arjuna, restrain the senses first and control your sinful desires, the enemy of Gyan or knowledge."
Karma Yoga,Chapter 3,Verse 3.42,"O Arjuna, never understimate the senses for they are very powerful. The mind is stronger than the senses however, O Arjuna. The intellect is even stronger than one?s mind and the soul is still stronger than one?s intellect."
Karma Yoga,Chapter 3,Verse 3.43,"Therefore, Oh Arjuna, knowing that your soul is stronger than your intellect, and being aware that the intellect controls the mind, destroy that invincible and dominating enemy known as desire."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.1,"Lord Krishna continued:I taught this immortal, everlasting ?Yoga faction? (Karmayoga) to the Sun God Vivaswan.Vivaswan taught this knowledge to his son Manu and Manu taught this knowledge to his son Ikswaku."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.2,"By handing down this knowledge of Yoga from generation to generation this knowledge slowly deteriorated, and finally disappeared."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.3,"O Arjuna, I reveal this ancient and most important secret of Yoga unto you because you are My dear devotee and friend."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.4,"Arjuna asked Lord Krishna:Dear Lord, your birth on earth is very recent. The Sun however, took birth an extremely long time ago. I find it difficult then to understand how you could have told this ancient secret to Vivaswan the Sun God."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.5,"The Lord looked upon Arjuna and replied: Arjuna, the answer to your question is simple. You are forgetting, O Son of Kunti, the both you and I have taken many births in this world together. However, only I, Lord, can remember this; you cannot."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.6,"O Arjuna, although birth and death do not exist for Me, since I am the immortal Lord, I appear on earth, by my Divine powers and ability, keeping My nature (Maya) under control."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.7,"The Lord declared solemnly unto Arjuna: O Arjuna, whenever good is overcome by evil, or whenever evil manifests itself throughout the world in such a way that good no longer exists. I will always appear on earth."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.8,"O Arjuna, I appear on earth from time to time for three main purposes. The first is for the protection and preservation of all that represents good, and of all those pure and saintly people on earth. The second purpose for which I appear on earth is for the destruction and removed and wrong-doers.
The third purpose is, of course, for the establishment and creation (or recreation) of Dharma (Righteousness or reinstating moral values among people on earth.)"
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.9,"O Arjuna, I was born divinely, all my action (Karma) are divine. The one who knows and understands this fully in reality, is not born again after leaving the body. He comes to me in Heaven for eternity."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.10,"O Arjuna, if one really to seek refuge and be one with Me, he must totally free himself from passion, fear and anger, seek my protection only, and purify himself with the fire of Gyan (knowledge). If one manages to accomplish these thing, he will be able to become one with Me in mind and body."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.11,"O Arjuna, those people who love, trust and worship Me receive the same love, trust and worship from Me. All wise men follow Me in all respects. They follow my every path."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.12,"O Arjuna, those who do actions or Karma for the fulfillment of their desires and goals and those who worship deities (gods and god desses) for their prosperity, they will undobtedly achieve success quickly."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.13,The fourfold-caste has been created by Me according to the differentiation of GUNA an d KARMA; though I am the author thereof know Me as non-doer and immutable.
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.14,"The Lord continued: O Arjuna, since I, the immortal Lord, have no cravings for the fruits of action, I do not desire the reward of Karma. Therefore those who know me well are not affected or bound by Karma (action)."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.15,"The Lord continued:O Arjuna, ancient wise men who were searching for salvation in me, knew the facts well. However they even performed actions. Therefore O Arjuna, continue performing your actions doing your Karma as your ancestors once did in the past."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.16,"Even the wise men are confused about Karma (action) and Akarma (inaction). I shall now explain to you the truth about Karma. Knowing the truth, O Arjuna, you will be released from the bondage of Karma."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.17,"One should know the principle of Karma (action) Akarma (inaction) and forbidden Karma, (forbidden action). The philosophy behind Karma is very deep and mysterious. So listen closely."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.18,"One who sees action (Karma) in inaction (Akarma), and inaction in action, is a wise man and a great sage. That man who has accomplished all actions is a Yogi."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.19,"One who does all Karma without desire or attachment for the fruits of his Karma and one whose actions are burnt up in the of Gyan or wisdom, is regarded by even the wise men as a sage."
Jnana-Karma-Sanyasa Yoga,Chapter 4,Verse 4.20,"The Lord proclaimed: He who is totally unattached to the rewards of action, is forever happy and satisfied, who depends on nobody in this world, and is constantly involved in action, is really performing no action at all."
