,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
120,Karma Yoga,3,3,"The Blessed Lord replied: O Arjuna, always remember in life that there are only two definite paths of action as I have described before. One of these is known as Sankhyayoga or the path of knowledge, and the other is Karmayoga, or the path of performing duty and action without expecting any result.",0.0,829.98047,1335.0624,417.9636,0.0
121,Karma Yoga,3,4,"O Arjuna, it is not only important to understand the meanings of Sankhyayoga and Karmayoga, but it is also important to understand the aims or goals behind each of these courses of action.The aim of Karmayoga is to achieve freedom from action. One cannot achieve the goal by total inaction or by not performing any action at all. The goal of Sankhyayoga is the realization of God. When one has fully realized God, he has reached a state of perfection. Once simply cannot attain this state of perfection by giving up or retreating from the performance of one?s actions.",800.50653,990.6296,1263.0295,0.0,0.0
122,Karma Yoga,3,5,Lord Krishna continued:There is nobody who is living that does not perform an action of some sort even for a moment. Everyone is forced to perform actions by natural tendencies (human nature).,84.95596,604.0443,1002.6839,180.85486,0.0
123,Karma Yoga,3,6,"O Arjuna, those who have learned to control the organs of action, yet still think in their minds of the pleasures that they can get from those organs, are fooling only themselves by pretending to have certain qualities that do not really exist within them.",1934.2151,1613.4808,1084.4979,0.0,0.0
124,Karma Yoga,3,7,"The Blessed Lord spoke: O Arjuna, one who has fully learned to control his senses with his mind and practises selfless Karmayoga keeping his senses controlled and not allowing them to interfere and disrupt his action, is truly a great person.",986.98615,806.2702,767.7358,0.0,0.0
125,Karma Yoga,3,8,"Perform the actions that you have been obliged to perform, or that have been prescribed for you. Action is always better than inaction, If one is inactive, he cannot live, simply because he is not performing the action of maintaining his body.",2003.0769,1671.1395,1075.4636,0.0,0.0
126,Karma Yoga,3,9,"The Lord continued: O Arjuna, all the actions that a person performs in this world, except of course those associated with sacrifice or Yagya, tie that person to the world. Therefore, O Arjuna to break free from this link, perform all your actions well without being attached to them.",1251.2396,1013.3371,845.56256,0.0,0.0
127,Karma Yoga,3,10,"Brahma has created the universe with the spirit of sacrifice. Brahma, the Creator, said unto mankind, ?You shall grow and prosper. Yagya (sacrifice) will bring you all that you wish.?",846.4541,689.10474,518.5202,0.0,0.0
128,Karma Yoga,3,11,"The Lord said unto Arjuna: The Gods or Deities grow with Yagya or sacrifice. When the Deities grow, they will help you to grow. Thus, both Deity and mankind grow continually. they will both achieve their supreme goal.",1298.7921,1079.879,753.8544,0.0,0.0
129,Karma Yoga,3,12,"Through the spirit of sacrifice of Yagya, the Deities grow and progress. As they grow, they will provide you with all the pleasures you desire. You should offer part of these pleasures to the Deities.If one is granted pleasures by another person, the one who receives the pleasures should share some of those pleasures with the provider of those pleasures, or else he is as bad as a thief.",1473.0328,1199.7891,987.0322,0.0,0.0
130,Karma Yoga,3,13,"The Blessed Lord Krishna said:People who eat food after offering it for sacrifice are considered pious, pure, and are freed from all sins. People who prepare food only for themselves commit sins and are impure.",1149.9805,957.59296,647.0295,0.0,0.0
131,Karma Yoga,3,14,"Food allows people to live. Food is produced from rain. Rain arises from sacrifice. Actions produce sacrifice or Yagna. God produces knowledge. Knowledge produces actions. Actions produce sacrifice or Yagya. Where there is sacrifice, the omnipresent God is there also.",910.1568,728.84515,616.088,0.0,0.0
132,Karma Yoga,3,15,"Food allows people to live. Food is produced from rain. Rain arises from sacrifice. Actions produce sacrifice or Yagna.God produces knowledge. Knowledge produces actions. Actions produce sacrifice or Yagya.Where there is sacrifice, the omnipresent God is there also.",910.1568,728.84515,616.088,0.0,0.0
133,Karma Yoga,3,16,"The Blessed Lord said: O Arjuna, he who does not follow the proper course of creation such as that I have just described, but centres his life around the enjoyment of luxuries, this sinful person, in my eyes, leads a useless life. He shall never fully understand and realize me.",1426.7041,1190.3667,811.85706,0.0,0.0
134,Karma Yoga,3,17,"He, O Arjuna, who is satisfied and content in himself, and he who is absorbed in himself, actions and duties do not exist (for him).",23.202604,608.9897,965.80817,243.12093,0.0
135,Karma Yoga,3,18,"This type of person has no use for actions (duties performed for the attainment of a certain goal), or inactions (duties performed without the expectation of any results).This type of person has reached a very high stage in the attainment of peace and detachment from all beings and things. He no longer selfishly depends on anybody or anything.",0.0,1070.4419,1318.2073,1203.7423,0.0
136,Karma Yoga,3,19,"Therefore, Arjuna always perform your given duties without feelings of attachment towards any being or anything. A person doing unattached actions, or in other words, ?inction? attains the Lord, the key to perfection.",1232.6302,1013.45624,763.83075,0.0,0.0
137,Karma Yoga,3,20,"Wise men, such as King Janak, all attained the state of perfection by doing their duties and actions without any feelings of attachment to anyone or anything. Therefore, Arjuna, keeping in mind the goodwill and welfare of others in the world, do your duties and perform your actions selflessly.",363.09183,881.8362,1354.8954,24.450096,0.0
138,Karma Yoga,3,21,"If a great man sets an example for the world, the world will follow him. Whatever standards or values he sets, people generally will follow the same set of standards and values.",1489.0312,1227.3688,940.80426,0.0,0.0
139,Karma Yoga,3,22,"The Blessed Lord spoke: O Arjuna, take Me for example. There is nothing that is not available for me in this universe, nor is there any specific function or duty for me to perform, still, however, I perform Karma.",1372.7151,1142.3636,706.7544,0.0,0.0
140,Karma Yoga,3,23,"O Arjuna, if I do not perform my duties, the destruction of all regions of the universe will come about. Mixed castes will develop and all the beings on the face of this earth will be destroyed.",1831.8826,1530.1615,1010.80023,0.0,0.0
141,Karma Yoga,3,24,"These worlds would if I did no do action, I would be the cause of confusion of castes and I would destroy these beings.",2853.1304,2385.0737,1425.2836,0.0,0.0
142,Karma Yoga,3,25,"The Blessed Lord said: Just as the ignorant perform actions with attachment to things and/or beings, so should the wise men take action for the preservation of world order, without developing any attachments whatsoever, O Arjuna.",833.92053,755.81885,879.9391,0.0,0.0
143,Karma Yoga,3,26,"It is not a wise man?s concern or responsibility to fill the ignorant person?s mind with doubts, even if the latter is attached to his actions and constantly awaits results.However, he should encourafe these ignorant people just as any great man, by performing his own duties and actions unattached to them, as well as possible.",1681.2126,1398.4753,991.6797,0.0,0.0
144,Karma Yoga,3,27,"The Blessed Lord Krishna spoke: O Arjuna, all actions that are performed by beings, are done so by three modes of Prakrithi or three aspects of nature. However, ignorant people claim themselves as the performer of their actions.",0.0,1016.2328,1264.471,1112.4514,0.0
145,Karma Yoga,3,28,"He who understands fully, O Arjuna, the objects of perception (senses, mind, etc.), divisions of Prakrithi (nature), and selfless action, has the ability to understand the relationship of senses and sensual objects and never gets attached to any beings or objects.",0.0,983.42554,1028.8274,1487.824,0.0
146,Karma Yoga,3,29,"The Lord spoke: Those who are deceived by the Gunas of nature or Prakrithi and are deceived by karma, develop an attachment to the Gunas and to their actions.A wise person would not disturb, or have anything to do with these ignorant beings, O Arjuna.",1012.5352,805.86786,814.9707,0.0,0.0
147,Karma Yoga,3,30,"Dedicate and surrender all your actions unto me Oh Arjuna. Fix your mind on me, leaving behind you all feelings of hope, attachments and anguish.",1707.5641,1431.9768,855.89667,0.0,0.0
148,Karma Yoga,3,31,"Those wise people, with faith in Me, and those who follow my teaching, are always given freedom from their actions (Karma).",0.0,446.429,582.19604,473.276,0.0
149,Karma Yoga,3,32,"On the other hand, O Arjuna, those of poor intelligence that do not follow my teaching are ignorant; regard them as mere fools.",1158.5106,959.34235,670.54803,0.0,0.0
150,Karma Yoga,3,33,"All beings, wise or unwise, are forced to act by nature. What can restraint possibly do, O Arjuna?",1562.8271,1303.7859,800.19336,0.0,0.0
151,Karma Yoga,3,34,The Divine Lord stated:The enjoyment of sensual objects by their senses (an example of human nature) creates barriers to the path of Bliss and peace if one becomes a victim of attachment to his sesses.,0.0,1274.7198,1308.1439,2016.0795,0.0
152,Karma Yoga,3,35,"One?s own duty (Dharma) is more favourable than the well-established duty of others. To even encounter death, while performing one?s own duties (Dharma), is truly divine. However another person?s duty is filles with menace and fear.",0.0,470.28912,478.4781,1115.1166,0.0
153,Karma Yoga,3,36,"Arjuna asked the Lord: O Lord Krishna, what motivates a person to commit sins that were committed involuntarily or by the force of others?",764.4229,629.7997,662.5133,0.0,0.0
154,Karma Yoga,3,37,"The Divine Lord replied: It is desire and wrath or anger arising from the evil (Rajasik) Guna in the form of the great fire of attachment. In this case, consider this fire the enemy and the sinner.",0.0,1058.0923,1047.8617,1849.4015,0.0
155,Karma Yoga,3,38,"Just as the smoke surrounds and covers a fire, just as dust surrounds and covers a mirror, and just as the amnion covers the embryo, similarly. Gyan or knowledge is covered and surrounded by one?s desires. O Arjuna.",0.0,948.18066,1249.2246,981.6291,0.0
156,Karma Yoga,3,39,"The wise men, O Arjuna, have one constant enemy, namely, the unending fire of desire which covers the Gyan or Knowledge of the wise.",0.0,1059.6458,1316.746,1170.6188,0.0
157,Karma Yoga,3,40,"The senses, mind, and one?s intellect are the home of desire O Arjuna. This covers Gyan and confuses the soul.",0.0,836.734,1161.561,735.262,0.0
158,Karma Yoga,3,41,"The Blessed Lord advised: Therefore, O Arjuna, restrain the senses first and control your sinful desires, the enemy of Gyan or knowledge.",0.0,748.99133,875.8742,930.7808,0.0
159,Karma Yoga,3,42,"O Arjuna, never understimate the senses for they are very powerful. The mind is stronger than the senses however, O Arjuna. The intellect is even stronger than one?s mind and the soul is still stronger than one?s intellect.",1046.8186,857.70514,647.51996,0.0,0.0
160,Karma Yoga,3,43,"Therefore, Oh Arjuna, knowing that your soul is stronger than your intellect, and being aware that the intellect controls the mind, destroy that invincible and dominating enemy known as desire.",1357.3256,1126.8107,796.5471,0.0,0.0
161,Jnana-Karma-Sanyasa Yoga,4,1,"Lord Krishna continued:I taught this immortal, everlasting ?Yoga faction? (Karmayoga) to the Sun God Vivaswan.Vivaswan taught this knowledge to his son Manu and Manu taught this knowledge to his son Ikswaku.",771.37646,640.7564,410.76642,0.0,0.0
162,Jnana-Karma-Sanyasa Yoga,4,2,"By handing down this knowledge of Yoga from generation to generation this knowledge slowly deteriorated, and finally disappeared.",308.85168,866.28656,1295.7048,52.74647,0.0
163,Jnana-Karma-Sanyasa Yoga,4,3,"O Arjuna, I reveal this ancient and most important secret of Yoga unto you because you are My dear devotee and friend.",1501.1389,1254.3114,738.70764,0.0,0.0
164,Jnana-Karma-Sanyasa Yoga,4,4,"Arjuna asked Lord Krishna:Dear Lord, your birth on earth is very recent. The Sun however, took birth an extremely long time ago. I find it difficult then to understand how you could have told this ancient secret to Vivaswan the Sun God.",1582.789,1320.8031,822.9748,0.0,0.0
165,Jnana-Karma-Sanyasa Yoga,4,5,"The Lord looked upon Arjuna and replied: Arjuna, the answer to your question is simple. You are forgetting, O Son of Kunti, the both you and I have taken many births in this world together. However, only I, Lord, can remember this; you cannot.",1539.2594,1284.18,802.7369,0.0,0.0
